"","unchanged_IndexMedian","unchanged_SdLog","even_IndexMedian","even_SdLog","odd_IndexMedian","odd_SdLog","drop_half_IndexMedian","drop_half_SdLog","1st_pass_IndexMedian","1st_pass_SdLog","2nd_pass_IndexMedian","2nd_pass_SdLog"
"2003",235267439.497037,0.683780680800756,NA,NA,371249067.182547,0.96811882066964,172122662.121603,1.16315242149086,122727264.51789,1.24661052185329,737949384.281153,0.840505962073041
"2004",72372278.1841403,0.69552367147246,28568137.1724417,0.71523504002275,NA,NA,107841619.619676,1.16309127862676,31965437.7604857,1.34921226131822,165570345.653527,0.861869893187402
"2005",28607007.6992402,0.646848343035219,NA,NA,51311760.0607479,0.947494110981473,44972035.0789337,1.23672185895029,90851764.332449,1.24236913040321,36097429.9968397,0.870013583117371
"2006",40507118.842881,0.684177386854144,15031125.7647616,0.720593994313997,NA,NA,136798186.54597,1.26779201130351,66948670.4457381,1.32656386835522,52281920.3747043,1.04877949371425
"2007",27554751.9846058,0.68089645187909,NA,NA,53280400.435521,1.01615197512995,70639974.1067868,1.19106780901746,43606000.4454968,1.1881813846532,29520501.6104362,1.13874336536032
"2008",55252287.6878201,0.851642202203422,18984427.4143767,0.905011172586817,NA,NA,45936633.0429816,1.51685659333255,45146997.1225755,1.47390512795297,54942564.5375541,1.19062186271546
"2009",10512527.9082505,0.642273606602521,NA,NA,18020230.4259958,0.953128321664674,32405378.2247807,1.11443018618623,7100239.47211214,1.19051205759583,26130253.9478903,0.874133468208863
"2010",19860434.5948707,0.706265928266695,9021795.8727299,0.733523611665875,NA,NA,43536567.3654695,1.30518999823389,42048271.6499023,1.46406281401521,37173406.8718464,0.8334968828368
"2011",40684750.0487115,0.647819168447752,NA,NA,74043830.6276506,0.937512803394974,42111163.143124,1.14648236690676,75080191.012041,1.19397125565779,29611285.1840055,0.910119640260933
"2012",31789514.9298904,0.7126597917634,10564257.7173377,0.761286356098538,NA,NA,55834133.8638138,1.32974582513381,129481812.084,1.30097029265242,34760449.1882346,0.856255994013587
