"","unchanged_IndexMedian","unchanged_SdLog","even_IndexMedian","even_SdLog","odd_IndexMedian","odd_SdLog","drop_half_IndexMedian","drop_half_SdLog","1st_pass_IndexMedian","1st_pass_SdLog","2nd_pass_IndexMedian","2nd_pass_SdLog"
"2003",14110416.1036876,0.692925552089067,NA,NA,14508147.7353363,0.790658443492337,8440414.94502698,1.02324914853813,5041848.75031502,1.25963785999181,40809424.2686368,0.964125104682441
"2004",5428289.18692951,0.761227742623561,6752226.4278117,0.744102929954498,NA,NA,4346024.23413001,0.942555132979237,10547037.8600662,1.70166723829949,3336859.25464985,0.99689364026408
"2005",5821748.80019911,0.705332525536241,NA,NA,6243783.82501438,0.796157976570754,5791633.050485,1.03330351696842,12826572.2345181,1.27023554059702,2234803.23307388,1.05647893110362
"2006",4659714.94033285,0.726924463856501,5579459.97460565,0.730662659105144,NA,NA,4766298.90172962,1.0276508226415,3718406.93390589,1.23649744212239,6139904.89848455,1.04327017620563
"2007",3744170.87881912,0.678480562431988,NA,NA,3850714.92590919,0.796985014149464,4318696.53205061,0.973747006824981,3902013.44986209,1.20479751497002,3287806.96541036,1.07021907140657
"2008",8088318.29043583,0.688302916345724,9380091.00222239,0.71517583505923,NA,NA,7723622.54445722,1.0678155328422,7317168.88864205,1.23575679706844,8560107.65154039,0.988224818985872
"2009",4638803.85333074,0.684237474424488,NA,NA,4311669.95806745,0.777444384112475,1170972.42978144,0.961203266890999,5993994.71520817,1.24849081375913,3742055.36208734,0.977101047998293
"2010",12801123.8990581,0.662392008640451,10914248.9364411,0.650855319811846,NA,NA,19039588.0600611,1.02159690102265,18628484.6973599,1.2420819594958,9452490.1668875,0.986496816674004
"2011",7396215.46991272,0.659467478394717,NA,NA,6166128.54972066,0.793903415628272,3130882.78553034,0.980771137250499,12353801.6195426,1.26778861618544,4054897.31643805,0.931047205136202
"2012",8832367.91584479,0.769729008121714,8115373.75773577,0.712120655756349,NA,NA,10643336.373322,1.39656602312562,5723049.4710879,1.20434315502686,8470564.11838376,0.986395203708182
